'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-04-03,'17.04.03','01:30','01:40','02:10','219-oji DNSB, _','Teka vanduo tualete',,'Ásrûties 2','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad sugedo tualeto bakelio èiaupas, reikalingas keitimas.','',18.827600000000003
2017-04-03,'17.04.03','03:10','03:15','03:45','UAB ,, Namø auditas" , 733/14','Liejamas butas ið virðaus','Praneðti UAB ,, Namø auditas"  info pamainoms','Kauno 30','2.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Reikiamà stovo pagal komunikacijø iðdëstymà suradimas. Ðalto vandens tiekimo iðjungimas 338-am butui laiptinës apskaitos skyde uþdarant ventilá. Aplietas visas 238 butas-lubos, sienos, grindis.','',22.5786
2017-04-03,'17.04.03','08:15','08:40','11:45','Nëra sutarties, 3/506/111116','Uþsikimðo kanalizacija',,'Kalvarijø 206','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',48.3879
2017-04-03,'17.04.03','10:55','11:30','12:10','225-oji DNSB  "Juna", _','Uþsikimðo kanalizacija',,'Taikos 134','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-04-03,'17.04.03','12:00','12:25','12:55','Nëra sutarties, 0','Uþsikimðo kanalizacija',,'Ðvitrigailos 19','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.329299999999994
2017-04-03,'17.04.03','12:10','12:20','13:00','Nëra sutarties, 778/15','Uþsikimðo kanalizacija',,'Architektø 11','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro virtuvinio stovo vamzdþiø valymas elektrine freza, ilgis daugiau kaip 10 m. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.329299999999994
2017-04-03,'17.04.03','13:35','14:00','14:55','Nëra sutarties','Uþsikimðo kanalizacija',,'Keramikø 66','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Sifono po plautuve iðardymas ir iðvalymas. Buto vamzdþiø valymas kai skersmuo iki 100 mm, ilgis iki 5 m su gyvatuku.  Sifono surinkimas  ir nuotekø nutekëjimo patikrinimas vandens srove.','',27.2976
2017-04-03,'17.04.03','13:50','14:20','15:00','Nëra sutarties','Uþsikimðo kanalizacija',,'Justiniðkiø 126','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 50 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.329299999999994
2017-04-03,'17.04.03','15:55','16:00','16:40','UAB "Ðilëja " (Tel. 2466644), _','Teka ið virðaus',,'Musninkø 8','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad atvykus vanduo buvo uþdarytas. 56-ame bute trûkotualeto bakelio þarnà, 48-ame bute aplietos vonios, tualeto, koridoriaus lubos, sienos.','',15.6937
2017-04-03,'17.04.03','16:25','16:45','17:30','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Uþsikimðo kanalizacija',,'Skapo S. 5','1.9. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Ðuliniø dangèiø nuëmimas. Nuotekos tinklø tarp ðuliniø valymas elektrine freza, kai vamzdþio skersmuo iki 150 mm., ilgis iki 20m.. Ðuliniø dangèiø uþdëjimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',48.3758
2017-04-03,'17.04.03','16:50','17:00','17:50','543-oji DNSB, _','Uþsikimðo kanalizacija',,'Vydûno 16','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-04-03,'17.04.03','16:50','17:10','17:40','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Teka vanduo ið sienos','Praneðti UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890)','Didþioji 11','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad rûsyje drëgsta sienà prie ðildymo vamzdþiø. Nëra priëjimo apþiûrai, gali bûti trûkæs vamzdis perdangoje.','',15.6937
2017-04-03,'17.04.03','18:25','19:00','20:30','Nëra sutarties, 732/14/57-61','Nenuteka nuotekos','Praneðta UAB "Vilniaus vandenys"','Lukiðkiø  sk. 6','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad pilmi nuotekø ðuliniai. Praneðimas UAB "Vilniaus vandenys" 19:30 val.','',18.827600000000003
2017-04-03,'17.04.03','18:50','19:10','19:30','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Neveikià domofonas','Praneðti UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890)','Raugyklos 17','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Plombø apþiûra. Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Avarijos prieþasties nustatymas. Atjungëm domofono maitinimà laiptinëje pirmame aukðte elektros skyde.','',19.4931
2017-04-03,'17.04.03','19:30','19:40','20:25','444-oji DNSB, 640/12','Uþsikimðo kanalizacija',,'Taikos 259','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Sifono po plautuve iðardymas ir iðvalymas. Buto vamzdþiø valymas kai skersmuo iki 100 mm, ilgis iki 5 m su gyvatuku.  Sifono surinkimas  ir nuotekø nutekëjimo patikrinimas vandens srove.','',27.2976
2017-04-03,'17.04.03','20:10','20:50','23:10','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Uþsikimðo kanalizacija',,'Visø Ðventøjø 5','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 30 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',48.3879
